time_of_day,day_of_week,vehicle_count_north,vehicle_count_south,vehicle_count_east,vehicle_count_west,green_light_north,green_light_south,green_light_east,green_light_west,yellow_light_north,yellow_light_south,yellow_light_east,yellow_light_west,red_light_north,red_light_south,red_light_east,red_light_west
3,7,11,20,14,47,36.666666666666664,42.121212121212125,38.484848484848484,58.484848484848484,5,5,5,5,-60.75757575757575,-60.75757575757575,-60.75757575757575,-60.75757575757575
3,6,48,50,95,17,59.09090909090909,60.303030303030305,87.57575757575756,40.303030303030305,5,5,5,5,-132.27272727272728,-132.27272727272728,-132.27272727272728,-132.27272727272728
5,4,41,58,38,15,54.848484848484844,65.15151515151516,53.03030303030303,39.09090909090909,5,5,5,5,-97.12121212121212,-97.12121212121212,-97.12121212121212,-97.12121212121212
18,5,37,38,69,54,52.42424242424242,53.03030303030303,71.81818181818181,62.72727272727273,5,5,5,5,-124.99999999999997,-124.99999999999997,-125.0,-125.0
11,6,81,54,0,38,79.0909090909091,62.72727272727273,30.0,53.03030303030303,5,5,5,5,-109.84848484848484,-109.84848484848484,-109.84848484848484,-109.84848484848484
21,1,44,40,22,67,56.666666666666664,54.24242424242424,43.33333333333333,70.60606060606061,5,5,5,5,-109.84848484848487,-109.84848484848487,-109.84848484848487,-109.84848484848487
6,5,34,38,38,58,50.60606060606061,53.03030303030303,53.03030303030303,65.15151515151516,5,5,5,5,-106.81818181818184,-106.81818181818184,-106.81818181818184,-106.81818181818184
9,6,29,12,56,88,47.57575757575758,37.27272727272727,63.93939393939394,83.33333333333333,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.12121212121212,-117.12121212121212
18,5,87,63,80,95,82.72727272727272,68.18181818181819,78.48484848484848,87.57575757575756,5,5,5,5,-201.96969696969694,-201.96969696969694,-201.96969696969694,-201.96969696969694
6,4,29,10,33,61,47.57575757575758,36.06060606060606,50.0,66.96969696969697,5,5,5,5,-85.6060606060606,-85.6060606060606,-85.6060606060606,-85.60606060606062
2,1,77,18,40,12,76.66666666666666,40.90909090909091,54.24242424242424,37.27272727272727,5,5,5,5,-94.0909090909091,-94.0909090909091,-94.0909090909091,-94.0909090909091
12,4,5,10,92,80,33.03030303030303,36.06060606060606,85.75757575757575,78.48484848484848,5,5,5,5,-118.33333333333331,-118.33333333333331,-118.33333333333331,-118.33333333333331
12,7,66,76,72,5,70.0,76.06060606060606,73.63636363636364,33.03030303030303,5,5,5,5,-137.72727272727275,-137.72727272727275,-137.72727272727275,-137.72727272727275
17,1,79,45,12,82,77.87878787878788,57.27272727272727,37.27272727272727,79.69696969696969,5,5,5,5,-137.12121212121212,-137.12121212121212,-137.12121212121212,-137.12121212121212
19,2,6,44,69,76,33.63636363636364,56.666666666666664,71.81818181818181,76.06060606060606,5,5,5,5,-123.18181818181819,-123.18181818181819,-123.18181818181819,-123.18181818181819
7,6,51,0,5,59,60.90909090909091,30.0,33.03030303030303,65.75757575757575,5,5,5,5,-74.69696969696969,-74.69696969696969,-74.69696969696969,-74.69696969696969
8,1,13,39,83,89,37.87878787878788,53.63636363636364,80.3030303030303,83.93939393939394,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
6,7,72,18,51,13,73.63636363636364,40.90909090909091,60.90909090909091,37.87878787878788,5,5,5,5,-98.33333333333331,-98.33333333333331,-98.33333333333334,-98.33333333333334
0,7,14,75,2,94,38.484848484848484,75.45454545454545,31.21212121212121,86.96969696969697,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.1212121212121,-117.1212121212121
2,4,20,71,80,53,42.121212121212125,73.03030303030303,78.48484848484848,62.121212121212125,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
12,5,34,71,62,3,50.60606060606061,73.03030303030303,67.57575757575758,31.81818181818182,5,5,5,5,-108.030303030303,-108.030303030303,-108.03030303030303,-108.03030303030306
16,1,65,60,48,38,69.39393939393939,66.36363636363637,59.09090909090909,53.03030303030303,5,5,5,5,-132.87878787878788,-132.87878787878788,-132.8787878787879,-132.8787878787879
23,6,90,11,75,71,84.54545454545455,36.666666666666664,75.45454545454545,73.03030303030303,5,5,5,5,-154.69696969696975,-154.69696969696975,-154.6969696969697,-154.6969696969697
0,1,1,60,46,24,30.606060606060606,66.36363636363637,57.878787878787875,44.54545454545455,5,5,5,5,-84.39393939393943,-84.39393939393943,-84.39393939393943,-84.3939393939394
5,3,34,32,54,76,50.60606060606061,49.39393939393939,62.72727272727273,76.06060606060606,5,5,5,5,-123.78787878787878,-123.78787878787878,-123.78787878787878,-123.78787878787878
20,5,81,44,63,31,79.0909090909091,56.666666666666664,68.18181818181819,48.78787878787879,5,5,5,5,-137.72727272727275,-137.72727272727275,-137.72727272727275,-137.72727272727275
5,6,77,89,64,58,76.66666666666666,83.93939393939394,68.78787878787878,65.15151515151516,5,5,5,5,-179.5454545454545,-179.5454545454545,-179.5454545454545,-179.5454545454545
11,6,19,91,80,62,41.515151515151516,85.15151515151516,78.48484848484848,67.57575757575758,5,5,5,5,-157.72727272727275,-157.72727272727275,-157.72727272727275,-157.72727272727275
12,2,81,68,66,37,79.0909090909091,71.21212121212122,70.0,52.42424242424242,5,5,5,5,-157.72727272727275,-157.72727272727275,-157.72727272727275,-157.72727272727275
12,4,9,7,89,91,35.45454545454545,34.24242424242424,83.93939393939394,85.15151515151516,5,5,5,5,-123.78787878787878,-123.78787878787878,-123.78787878787878,-123.78787878787878
14,2,24,24,14,52,44.54545454545455,44.54545454545455,38.484848484848484,61.515151515151516,5,5,5,5,-74.09090909090907,-74.09090909090907,-74.09090909090907,-74.09090909090912
20,6,65,90,99,93,69.39393939393939,84.54545454545455,90.0,86.36363636363637,5,5,5,5,-215.3030303030303,-215.3030303030303,-215.3030303030303,-215.3030303030303
15,5,24,45,31,66,44.54545454545455,57.27272727272727,48.78787878787879,70.0,5,5,5,5,-105.6060606060606,-105.6060606060606,-105.60606060606062,-105.6060606060606
21,1,53,86,95,27,62.121212121212125,82.12121212121212,87.57575757575756,46.36363636363636,5,5,5,5,-163.1818181818182,-163.1818181818182,-163.1818181818182,-163.1818181818182
20,1,32,29,67,2,49.39393939393939,47.57575757575758,70.60606060606061,31.21212121212121,5,5,5,5,-83.78787878787878,-83.78787878787878,-83.78787878787878,-83.78787878787881
10,5,35,46,17,97,51.21212121212121,57.878787878787875,40.303030303030305,88.78787878787878,5,5,5,5,-123.18181818181819,-123.18181818181819,-123.18181818181816,-123.18181818181819
4,6,94,86,82,79,86.96969696969697,82.12121212121212,79.69696969696969,77.87878787878788,5,5,5,5,-211.66666666666663,-211.66666666666663,-211.66666666666663,-211.66666666666663
3,7,13,48,42,21,37.87878787878788,59.09090909090909,55.45454545454545,42.72727272727273,5,5,5,5,-80.15151515151516,-80.15151515151516,-80.15151515151516,-80.15151515151513
2,1,64,46,34,95,68.78787878787878,57.878787878787875,50.60606060606061,87.57575757575756,5,5,5,5,-149.84848484848482,-149.84848484848482,-149.84848484848482,-149.84848484848482
18,7,79,83,77,37,77.87878787878788,80.3030303030303,76.66666666666666,52.42424242424242,5,5,5,5,-172.27272727272725,-172.27272727272725,-172.27272727272725,-172.27272727272725
19,1,53,81,57,71,62.121212121212125,79.0909090909091,64.54545454545455,73.03030303030303,5,5,5,5,-163.78787878787875,-163.78787878787875,-163.7878787878788,-163.7878787878788
17,1,51,17,32,71,60.90909090909091,40.303030303030305,49.39393939393939,73.03030303030303,5,5,5,5,-108.63636363636365,-108.63636363636365,-108.63636363636363,-108.63636363636363
14,4,2,65,13,61,31.21212121212121,69.39393939393939,37.87878787878788,66.96969696969697,5,5,5,5,-90.45454545454544,-90.45454545454544,-90.45454545454547,-90.45454545454544
8,4,98,67,33,56,89.3939393939394,70.60606060606061,50.0,63.93939393939394,5,5,5,5,-158.93939393939394,-158.93939393939394,-158.93939393939394,-158.93939393939394
16,3,40,93,60,5,54.24242424242424,86.36363636363637,66.36363636363637,33.03030303030303,5,5,5,5,-125.00000000000003,-125.00000000000003,-125.00000000000003,-125.00000000000003
13,2,5,32,3,77,33.03030303030303,49.39393939393939,31.81818181818182,76.66666666666666,5,5,5,5,-75.9090909090909,-75.9090909090909,-75.90909090909088,-75.90909090909088
14,5,24,35,87,31,44.54545454545455,51.21212121212121,82.72727272727272,48.78787878787879,5,5,5,5,-112.27272727272725,-112.27272727272725,-112.27272727272725,-112.27272727272728
0,5,12,81,58,98,37.27272727272727,79.0909090909091,65.15151515151516,89.3939393939394,5,5,5,5,-155.90909090909093,-155.90909090909093,-155.90909090909093,-155.90909090909093
20,5,97,18,28,9,88.78787878787878,40.90909090909091,46.96969696969697,35.45454545454545,5,5,5,5,-97.12121212121212,-97.12121212121212,-97.12121212121212,-97.12121212121212
21,3,7,27,82,2,34.24242424242424,46.36363636363636,79.69696969696969,31.21212121212121,5,5,5,5,-76.5151515151515,-76.5151515151515,-76.51515151515153,-76.5151515151515
21,4,20,39,5,58,42.121212121212125,53.63636363636364,33.03030303030303,65.15151515151516,5,5,5,5,-78.93939393939397,-78.93939393939397,-78.93939393939397,-78.93939393939397
2,6,97,83,96,75,88.78787878787878,80.3030303030303,88.18181818181819,75.45454545454545,5,5,5,5,-217.7272727272727,-217.7272727272727,-217.7272727272727,-217.72727272727275
15,7,67,96,48,48,70.60606060606061,88.18181818181819,59.09090909090909,59.09090909090909,5,5,5,5,-161.969696969697,-161.969696969697,-161.969696969697,-161.969696969697
22,7,24,75,39,58,44.54545454545455,75.45454545454545,53.63636363636364,65.15151515151516,5,5,5,5,-123.78787878787878,-123.78787878787878,-123.78787878787878,-123.78787878787881
10,6,78,14,82,30,77.27272727272728,38.484848484848484,79.69696969696969,48.18181818181819,5,5,5,5,-128.63636363636363,-128.63636363636363,-128.63636363636363,-128.63636363636363
11,3,67,40,64,92,70.60606060606061,54.24242424242424,68.78787878787878,85.75757575757575,5,5,5,5,-164.39393939393938,-164.39393939393938,-164.39393939393938,-164.39393939393938
9,6,44,38,68,68,56.666666666666664,53.03030303030303,71.21212121212122,71.21212121212122,5,5,5,5,-137.12121212121212,-137.12121212121212,-137.12121212121212,-137.12121212121212
15,5,59,1,26,61,65.75757575757575,30.606060606060606,45.75757575757576,66.96969696969697,5,5,5,5,-94.0909090909091,-94.0909090909091,-94.09090909090907,-94.09090909090907
7,2,11,62,79,51,36.666666666666664,67.57575757575758,77.87878787878788,60.90909090909091,5,5,5,5,-128.03030303030303,-128.03030303030303,-128.03030303030303,-128.030303030303
5,1,31,28,5,88,48.78787878787879,46.96969696969697,33.03030303030303,83.33333333333333,5,5,5,5,-97.12121212121212,-97.12121212121212,-97.12121212121212,-97.12121212121212
11,7,95,73,12,40,87.57575757575756,74.24242424242425,37.27272727272727,54.24242424242424,5,5,5,5,-138.33333333333331,-138.33333333333331,-138.33333333333331,-138.33333333333331
23,4,91,65,63,30,85.15151515151516,69.39393939393939,68.18181818181819,48.18181818181819,5,5,5,5,-155.90909090909093,-155.90909090909093,-155.90909090909093,-155.90909090909093
20,4,12,50,61,84,37.27272727272727,60.303030303030305,66.96969696969697,80.9090909090909,5,5,5,5,-130.45454545454547,-130.45454545454547,-130.45454545454547,-130.45454545454547
7,3,30,74,98,83,48.18181818181819,74.84848484848484,89.3939393939394,80.3030303030303,5,5,5,5,-177.72727272727275,-177.72727272727275,-177.72727272727275,-177.72727272727275
3,4,77,76,18,21,76.66666666666666,76.06060606060606,40.90909090909091,42.72727272727273,5,5,5,5,-121.36363636363635,-121.36363636363635,-121.36363636363635,-121.36363636363635
7,5,19,9,75,3,41.515151515151516,35.45454545454545,75.45454545454545,31.81818181818182,5,5,5,5,-69.24242424242425,-69.24242424242425,-69.24242424242425,-69.24242424242425
17,7,17,13,79,12,40.303030303030305,37.87878787878788,77.87878787878788,37.27272727272727,5,5,5,5,-78.33333333333334,-78.33333333333334,-78.33333333333334,-78.33333333333334
4,6,92,81,42,44,85.75757575757575,79.0909090909091,55.45454545454545,56.666666666666664,5,5,5,5,-161.969696969697,-161.969696969697,-161.96969696969694,-161.96969696969694
8,5,59,50,73,41,65.75757575757575,60.303030303030305,74.24242424242425,54.848484848484844,5,5,5,5,-140.15151515151513,-140.15151515151513,-140.15151515151513,-140.15151515151513
3,3,62,72,88,48,67.57575757575758,73.63636363636364,83.33333333333333,59.09090909090909,5,5,5,5,-168.63636363636363,-168.63636363636363,-168.63636363636363,-168.63636363636363
21,5,5,38,19,19,33.03030303030303,53.03030303030303,41.515151515151516,41.515151515151516,5,5,5,5,-54.090909090909065,-54.090909090909065,-54.090909090909065,-54.090909090909065
16,6,31,27,94,76,48.78787878787879,46.36363636363636,86.96969696969697,76.06060606060606,5,5,5,5,-143.1818181818182,-143.1818181818182,-143.1818181818182,-143.18181818181813
8,2,92,2,67,80,85.75757575757575,31.21212121212121,70.60606060606061,78.48484848484848,5,5,5,5,-151.06060606060606,-151.06060606060606,-151.06060606060606,-151.06060606060606
0,3,42,83,43,53,55.45454545454545,80.3030303030303,56.06060606060606,62.121212121212125,5,5,5,5,-138.93939393939394,-138.93939393939394,-138.93939393939394,-138.93939393939394
20,2,1,69,22,35,30.606060606060606,71.81818181818181,43.33333333333333,51.21212121212121,5,5,5,5,-81.96969696969697,-81.96969696969697,-81.96969696969697,-81.96969696969694
19,1,59,26,1,96,65.75757575757575,45.75757575757576,30.606060606060606,88.18181818181819,5,5,5,5,-115.30303030303028,-115.30303030303028,-115.30303030303031,-115.30303030303028
12,2,22,1,21,0,43.33333333333333,30.606060606060606,42.72727272727273,30.0,5,5,5,5,-31.666666666666657,-31.666666666666657,-31.666666666666686,-31.666666666666657
15,1,82,92,56,14,79.69696969696969,85.75757575757575,63.93939393939394,38.484848484848484,5,5,5,5,-152.87878787878788,-152.87878787878788,-152.87878787878788,-152.87878787878788
12,1,30,37,71,76,48.18181818181819,52.42424242424242,73.03030303030303,76.06060606060606,5,5,5,5,-134.6969696969697,-134.6969696969697,-134.6969696969697,-134.69696969696972
13,2,4,2,6,16,32.42424242424242,31.21212121212121,33.63636363636364,39.696969696969695,5,5,5,5,-21.96969696969697,-21.96969696969697,-21.96969696969697,-21.969696969696997
2,3,82,15,77,23,79.69696969696969,39.09090909090909,76.66666666666666,43.93939393939394,5,5,5,5,-124.39393939393938,-124.39393939393938,-124.39393939393938,-124.39393939393938
5,6,33,93,55,57,50.0,86.36363636363637,63.333333333333336,64.54545454545455,5,5,5,5,-149.24242424242425,-149.24242424242425,-149.24242424242425,-149.24242424242425
17,5,9,39,66,71,35.45454545454545,53.63636363636364,70.0,73.03030303030303,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.12121212121212,-117.12121212121212
18,5,88,1,15,90,83.33333333333333,30.606060606060606,39.09090909090909,84.54545454545455,5,5,5,5,-122.57575757575756,-122.57575757575756,-122.57575757575756,-122.57575757575756
4,6,1,80,82,22,30.606060606060606,78.48484848484848,79.69696969696969,43.33333333333333,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.12121212121212,-117.12121212121212
14,7,10,40,50,45,36.06060606060606,54.24242424242424,60.303030303030305,57.27272727272727,5,5,5,5,-92.8787878787879,-92.8787878787879,-92.8787878787879,-92.8787878787879
1,7,49,11,81,71,59.6969696969697,36.666666666666664,79.0909090909091,73.03030303030303,5,5,5,5,-133.4848484848485,-133.4848484848485,-133.4848484848485,-133.4848484848485
9,1,30,34,79,7,48.18181818181819,50.60606060606061,77.87878787878788,34.24242424242424,5,5,5,5,-95.90909090909093,-95.90909090909093,-95.90909090909093,-95.90909090909093
23,1,55,64,71,58,63.333333333333336,68.78787878787878,73.03030303030303,65.15151515151516,5,5,5,5,-155.3030303030303,-155.3030303030303,-155.3030303030303,-155.3030303030303
17,3,78,54,96,89,77.27272727272728,62.72727272727273,88.18181818181819,83.93939393939394,5,5,5,5,-197.12121212121212,-197.12121212121212,-197.12121212121212,-197.12121212121212
12,4,72,44,11,58,73.63636363636364,56.666666666666664,36.666666666666664,65.15151515151516,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.12121212121212,-117.12121212121212
4,2,86,78,52,12,82.12121212121212,77.27272727272728,61.515151515151516,37.27272727272727,5,5,5,5,-143.1818181818182,-143.1818181818182,-143.1818181818182,-143.1818181818182
22,1,82,89,74,38,79.69696969696969,83.93939393939394,74.84848484848484,53.03030303030303,5,5,5,5,-176.5151515151515,-176.5151515151515,-176.5151515151515,-176.5151515151515
23,5,8,84,4,27,34.84848484848485,80.9090909090909,32.42424242424242,46.36363636363636,5,5,5,5,-79.54545454545456,-79.54545454545456,-79.54545454545456,-79.54545454545456
0,3,98,61,26,88,89.3939393939394,66.96969696969697,45.75757575757576,83.33333333333333,5,5,5,5,-170.45454545454544,-170.45454545454544,-170.45454545454544,-170.4545454545455
21,2,20,48,11,60,42.121212121212125,59.09090909090909,36.666666666666664,66.36363636363637,5,5,5,5,-89.24242424242425,-89.24242424242425,-89.24242424242425,-89.24242424242425
0,3,72,94,16,15,73.63636363636364,86.96969696969697,39.696969696969695,39.09090909090909,5,5,5,5,-124.3939393939394,-124.3939393939394,-124.3939393939394,-124.39393939393938
17,2,27,24,5,1,46.36363636363636,44.54545454545455,33.03030303030303,30.606060606060606,5,5,5,5,-39.54545454545453,-39.54545454545453,-39.54545454545453,-39.54545454545456
14,2,61,22,96,81,66.96969696969697,43.33333333333333,88.18181818181819,79.0909090909091,5,5,5,5,-162.57575757575762,-162.57575757575762,-162.57575757575762,-162.57575757575756
16,6,6,23,4,16,33.63636363636364,43.93939393939394,32.42424242424242,39.696969696969695,5,5,5,5,-34.69696969696969,-34.69696969696969,-34.69696969696969,-34.69696969696969
10,1,79,37,56,29,77.87878787878788,52.42424242424242,63.93939393939394,47.57575757575758,5,5,5,5,-126.81818181818181,-126.81818181818181,-126.81818181818181,-126.81818181818181
20,3,15,27,27,12,39.09090909090909,46.36363636363636,46.36363636363636,37.27272727272727,5,5,5,5,-54.09090909090909,-54.09090909090909,-54.09090909090909,-54.09090909090909
21,3,96,20,77,95,88.18181818181819,42.121212121212125,76.66666666666666,87.57575757575756,5,5,5,5,-179.5454545454545,-179.5454545454545,-179.5454545454545,-179.5454545454545
16,6,3,53,68,92,31.81818181818182,62.121212121212125,71.21212121212122,85.75757575757575,5,5,5,5,-135.9090909090909,-135.9090909090909,-135.9090909090909,-135.9090909090909
12,5,3,17,58,93,31.81818181818182,40.303030303030305,65.15151515151516,86.36363636363637,5,5,5,5,-108.63636363636365,-108.63636363636365,-108.63636363636365,-108.63636363636365
0,5,39,35,32,81,53.63636363636364,51.21212121212121,49.39393939393939,79.0909090909091,5,5,5,5,-118.33333333333334,-118.33333333333334,-118.33333333333334,-118.33333333333337
1,7,16,98,61,12,39.696969696969695,89.3939393939394,66.96969696969697,37.27272727272727,5,5,5,5,-118.33333333333334,-118.33333333333334,-118.33333333333334,-118.33333333333334
8,1,51,44,49,42,60.90909090909091,56.666666666666664,59.6969696969697,55.45454545454545,5,5,5,5,-117.72727272727269,-117.72727272727269,-117.72727272727275,-117.72727272727275
2,1,92,72,18,84,85.75757575757575,73.63636363636364,40.90909090909091,80.9090909090909,5,5,5,5,-166.2121212121212,-166.2121212121212,-166.21212121212125,-166.21212121212125
0,4,51,52,85,93,60.90909090909091,61.515151515151516,81.51515151515152,86.36363636363637,5,5,5,5,-175.3030303030303,-175.3030303030303,-175.3030303030303,-175.3030303030303
20,6,35,29,68,20,51.21212121212121,47.57575757575758,71.21212121212122,42.121212121212125,5,5,5,5,-97.12121212121212,-97.12121212121212,-97.12121212121212,-97.12121212121215
15,5,37,59,65,54,52.42424242424242,65.75757575757575,69.39393939393939,62.72727272727273,5,5,5,5,-135.30303030303028,-135.30303030303028,-135.30303030303028,-135.30303030303025
22,2,49,97,93,80,59.6969696969697,88.78787878787878,86.36363636363637,78.48484848484848,5,5,5,5,-198.33333333333337,-198.33333333333337,-198.33333333333331,-198.33333333333337
5,3,62,31,46,39,67.57575757575758,48.78787878787879,57.878787878787875,53.63636363636364,5,5,5,5,-112.87878787878788,-112.87878787878788,-112.87878787878788,-112.87878787878788
16,1,62,66,38,82,67.57575757575758,70.0,53.03030303030303,79.69696969696969,5,5,5,5,-155.30303030303025,-155.30303030303025,-155.3030303030303,-155.30303030303025
4,3,61,66,67,14,66.96969696969697,70.0,70.60606060606061,38.484848484848484,5,5,5,5,-131.06060606060606,-131.06060606060606,-131.06060606060606,-131.06060606060606
4,3,98,27,32,72,89.3939393939394,46.36363636363636,49.39393939393939,73.63636363636364,5,5,5,5,-143.78787878787875,-143.78787878787875,-143.7878787878788,-143.7878787878788
5,4,6,43,12,51,33.63636363636364,56.06060606060606,37.27272727272727,60.90909090909091,5,5,5,5,-72.87878787878788,-72.87878787878788,-72.87878787878788,-72.8787878787879
2,5,26,78,83,73,45.75757575757576,77.27272727272728,80.3030303030303,74.24242424242425,5,5,5,5,-162.57575757575756,-162.57575757575756,-162.57575757575762,-162.57575757575756
20,1,91,40,53,94,85.15151515151516,54.24242424242424,62.121212121212125,86.96969696969697,5,5,5,5,-173.4848484848485,-173.4848484848485,-173.4848484848485,-173.4848484848485
22,3,85,62,6,52,81.51515151515152,67.57575757575758,33.63636363636364,61.515151515151516,5,5,5,5,-129.24242424242425,-129.24242424242425,-129.24242424242425,-129.24242424242425
4,1,13,22,78,86,37.87878787878788,43.33333333333333,77.27272727272728,82.12121212121212,5,5,5,5,-125.60606060606062,-125.60606060606062,-125.60606060606062,-125.6060606060606
20,2,70,74,86,51,72.42424242424242,74.84848484848484,82.12121212121212,60.90909090909091,5,5,5,5,-175.30303030303025,-175.30303030303025,-175.3030303030303,-175.30303030303025
4,4,85,47,13,29,81.51515151515152,58.484848484848484,37.87878787878788,47.57575757575758,5,5,5,5,-110.45454545454544,-110.45454545454544,-110.45454545454544,-110.45454545454544
9,2,4,31,86,32,32.42424242424242,48.78787878787879,82.12121212121212,49.39393939393939,5,5,5,5,-97.72727272727275,-97.72727272727275,-97.72727272727275,-97.72727272727272
9,1,54,56,18,56,62.72727272727273,63.93939393939394,40.90909090909091,63.93939393939394,5,5,5,5,-116.5151515151515,-116.5151515151515,-116.5151515151515,-116.5151515151515
18,7,1,99,53,51,30.606060606060606,90.0,62.121212121212125,60.90909090909091,5,5,5,5,-128.63636363636365,-128.63636363636365,-128.63636363636365,-128.63636363636363
16,1,61,32,92,8,66.96969696969697,49.39393939393939,85.75757575757575,34.84848484848485,5,5,5,5,-121.96969696969697,-121.96969696969697,-121.96969696969697,-121.96969696969694
20,5,90,23,19,53,84.54545454545455,43.93939393939394,41.515151515151516,62.121212121212125,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.12121212121212,-117.12121212121212
13,3,20,38,28,0,42.121212121212125,53.03030303030303,46.96969696969697,30.0,5,5,5,5,-57.121212121212125,-57.121212121212125,-57.121212121212125,-57.121212121212125
8,3,78,33,23,43,77.27272727272728,50.0,43.93939393939394,56.06060606060606,5,5,5,5,-112.27272727272728,-112.27272727272728,-112.27272727272728,-112.27272727272728
13,2,20,55,81,98,42.121212121212125,63.333333333333336,79.0909090909091,89.3939393939394,5,5,5,5,-158.939393939394,-158.939393939394,-158.939393939394,-158.939393939394
0,4,9,27,62,74,35.45454545454545,46.36363636363636,67.57575757575758,74.84848484848484,5,5,5,5,-109.24242424242422,-109.24242424242422,-109.24242424242422,-109.24242424242425
18,7,86,36,73,97,82.12121212121212,51.81818181818182,74.24242424242425,88.78787878787878,5,5,5,5,-181.969696969697,-181.969696969697,-181.969696969697,-181.969696969697
12,6,57,6,56,79,64.54545454545455,33.63636363636364,63.93939393939394,77.87878787878788,5,5,5,5,-125.0,-125.0,-125.0,-125.0
12,3,38,67,7,8,53.03030303030303,70.60606060606061,34.24242424242424,34.84848484848485,5,5,5,5,-77.72727272727272,-77.72727272727272,-77.72727272727272,-77.72727272727275
3,5,4,36,89,31,32.42424242424242,51.81818181818182,83.93939393939394,48.78787878787879,5,5,5,5,-101.96969696969697,-101.96969696969697,-101.96969696969697,-101.96969696969697
0,2,64,55,61,14,68.78787878787878,63.333333333333336,66.96969696969697,38.484848484848484,5,5,5,5,-122.57575757575756,-122.57575757575756,-122.57575757575756,-122.57575757575756
16,2,12,64,28,11,37.27272727272727,68.78787878787878,46.96969696969697,36.666666666666664,5,5,5,5,-74.69696969696969,-74.69696969696969,-74.69696969696969,-74.69696969696969
7,6,84,64,73,96,80.9090909090909,68.78787878787878,74.24242424242425,88.18181818181819,5,5,5,5,-197.12121212121212,-197.12121212121212,-197.12121212121212,-197.12121212121212
1,5,89,46,16,77,83.93939393939394,57.878787878787875,39.696969696969695,76.66666666666666,5,5,5,5,-143.18181818181813,-143.18181818181813,-143.18181818181813,-143.1818181818182
7,4,84,19,65,56,80.9090909090909,41.515151515151516,69.39393939393939,63.93939393939394,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
6,5,52,18,5,7,61.515151515151516,40.90909090909091,33.03030303030303,34.24242424242424,5,5,5,5,-54.69696969696969,-54.69696969696969,-54.69696969696969,-54.69696969696969
1,4,81,28,57,71,79.0909090909091,46.96969696969697,64.54545454545455,73.03030303030303,5,5,5,5,-148.63636363636363,-148.63636363636363,-148.63636363636363,-148.63636363636363
21,5,44,73,68,26,56.666666666666664,74.24242424242425,71.21212121212122,45.75757575757576,5,5,5,5,-132.87878787878788,-132.87878787878788,-132.87878787878788,-132.8787878787879
21,5,31,59,27,61,48.78787878787879,65.75757575757575,46.36363636363636,66.96969696969697,5,5,5,5,-112.87878787878785,-112.87878787878785,-112.87878787878788,-112.87878787878788
2,1,35,17,61,11,51.21212121212121,40.303030303030305,66.96969696969697,36.666666666666664,5,5,5,5,-80.15151515151516,-80.15151515151516,-80.15151515151516,-80.15151515151516
17,2,80,91,40,64,78.48484848484848,85.15151515151516,54.24242424242424,68.78787878787878,5,5,5,5,-171.66666666666663,-171.66666666666663,-171.66666666666663,-171.66666666666663
11,5,98,34,68,41,89.3939393939394,50.60606060606061,71.21212121212122,54.848484848484844,5,5,5,5,-151.06060606060606,-151.06060606060606,-151.06060606060612,-151.06060606060612
0,6,59,42,81,61,65.75757575757575,55.45454545454545,79.0909090909091,66.96969696969697,5,5,5,5,-152.27272727272725,-152.27272727272725,-152.27272727272725,-152.27272727272725
21,5,10,94,89,10,36.06060606060606,86.96969696969697,83.93939393939394,36.06060606060606,5,5,5,5,-128.03030303030303,-128.03030303030303,-128.03030303030303,-128.03030303030303
11,3,62,90,83,42,67.57575757575758,84.54545454545455,80.3030303030303,55.45454545454545,5,5,5,5,-172.87878787878788,-172.87878787878788,-172.87878787878788,-172.87878787878788
4,2,20,10,40,94,42.121212121212125,36.06060606060606,54.24242424242424,86.96969696969697,5,5,5,5,-104.3939393939394,-104.3939393939394,-104.3939393939394,-104.3939393939394
16,3,51,48,48,16,60.90909090909091,59.09090909090909,59.09090909090909,39.696969696969695,5,5,5,5,-103.78787878787878,-103.78787878787878,-103.78787878787878,-103.78787878787878
15,2,54,37,90,96,62.72727272727273,52.42424242424242,84.54545454545455,88.18181818181819,5,5,5,5,-172.87878787878788,-172.87878787878788,-172.87878787878788,-172.87878787878788
14,3,25,63,48,31,45.151515151515156,68.18181818181819,59.09090909090909,48.78787878787879,5,5,5,5,-106.21212121212122,-106.21212121212122,-106.21212121212122,-106.21212121212122
22,5,67,68,75,92,70.60606060606061,71.21212121212122,75.45454545454545,85.75757575757575,5,5,5,5,-188.030303030303,-188.030303030303,-188.030303030303,-188.03030303030306
14,5,33,7,70,84,50.0,34.24242424242424,72.42424242424242,80.9090909090909,5,5,5,5,-122.57575757575759,-122.57575757575759,-122.57575757575756,-122.57575757575756
